Column1;datetime;username;origin_text;text;like;retweet;reply;neg;neu;pos;compound;sentiment
1485;2020-05-10;Coronavirus010;"NEW:  Indonesia  reports 387 new cases of  coronavirus , 14,032 cases in total.

973 deaths, 2,698 recovered.";new indonesia reports 387 new cases coronavirus 14032 cases total 973 deaths 2698 recovered;0;0;0;0;10;0;0;Neutral
1486;2020-05-10;AnuragAvid;"NEW:  Indonesia  reports 387 new cases of  coronavirus , 14,032 cases in total.

973 deaths, 2,698 recovered.  #coronovirusupdate   #coronavirusoutbreak";new indonesia reports 387 new cases coronavirus 14032 cases total 973 deaths 2698 recovered coronovirusupdate coronavirusoutbreak;0;0;0;0;10;0;0;Neutral
1487;2020-05-10;covidhealing;"Do you need some good news? All of these people recovered from  Corona Virus  in the last 23 hours:
2 in Togo  
9 in Georgia  
113 in  Indonesia   
507 in Chile  
";need good news people recovered corona virus last 23 hours 2 togo 9 georgia 113 indonesia 507 chile;0;0;0;0;912;88;4404;Positive
1488;2020-05-10;Mario_Gaol;"I believe some  Indonesian  can make peace with  Corona Virus  and live with them..

Some..";believe indonesian make peace corona virus live;0;0;0;0;8;2;5423;Positive
1489;2020-05-10;AmazingFact_co;"Indonesia  reports 387 new cases of  coronavirus , 14,032 cases in total.

973 deaths, 2,698 recovered.";indonesia reports 387 new cases coronavirus 14032 cases total 973 deaths 2698 recovered;0;1;0;0;10;0;0;Neutral
1490;2020-05-10;spectatorindex;"Coronavirus  in  Indonesia 

Cases: 14,032

Deaths: 973

Recoveries: 2,698";coronavirus indonesia cases 14032 deaths 973 recoveries 2698;501;176;15;0;10;0;0;Neutral
1491;2020-05-10;Remontada_szn;"Coronavirus  in  Indonesia 

Cases: 14,032

Deaths: 973

Recoveries: 2,698";coronavirus indonesia cases 14032 deaths 973 recoveries 2698;0;0;1;0;10;0;0;Neutral
1492;2020-05-10;medicalinst;Indonesia 's  coronavirus  infections top 14,000: official  ;indonesia coronavirus infections top 14000 official;0;0;0;0;769;231;2023;Positive
1493;2020-05-10;thekangbae2;"10/5/2020  #COVID19   #coronavirus   #Southeast   #Asia   

Singapore : 23,336 [+876] [20 deaths]
 Indonesia  : 14,032 [+387] [973 deaths](+14)
Philippines : 10,794 [+184] [719 deaths](+15)
Malaysia : 6656 [+67] [108 deaths]
Thailand : 3009 [+5] [56 deaths]";1052020 covid19 coronavirus southeast asia singapore 23336 876 20 deaths indonesia 14032 387 973 deaths14 philippines 10794 184 719 deaths15 malaysia 6656 67 108 deaths thailand 3009 5 56 deaths;2;2;4;0;10;0;0;Neutral
1494;2020-05-10;thekangbae2;"10/5/2020 'RECOVERED'  #COVID19   #coronavirus   #Southeast   #Asia  

Singapore : 2,721 [+425]
 Indonesia  : 2,698 [+91]
Philippines : 1,924 [+82]
Malaysia : 5,025 [+96]
Thailand : 2,794 [+7]
Vietnam : 241 
Brunei : 134 [+2] 
Cambodia : 120";1052020 recovered covid19 coronavirus southeast asia singapore 2721 425 indonesia 2698 91 philippines 1924 82 malaysia 5025 96 thailand 2794 7 vietnam 241 brunei 134 2 cambodia 120;2;2;1;0;10;0;0;Neutral
1495;2020-05-10;TheEconomian;"Coronavirus  in  Indonesia 

Cases: 14,032

Deaths: 973

Recoveries: 2,698  #News   #Economy   #Politics";coronavirus indonesia cases 14032 deaths 973 recoveries 2698 news economy politics;0;0;0;0;10;0;0;Neutral
1496;2020-05-11;TheMrnass;"Coronavirus  in  Indonesia 

Cases: 14,032

Deaths: 973

Recoveries: 2,698";coronavirus indonesia cases 14032 deaths 973 recoveries 2698;0;0;0;0;10;0;0;Neutral
1497;2020-05-11;IAM__Network;"Coronavirus  live updates: WHO calls for research into Wuhan market,  Indonesia  eases travel restrictions 

READ MORE:  ";coronavirus live updates calls research wuhan market indonesia eases travel restrictions read;0;0;0;0;874;126;3182;Positive
1498;2020-05-11;seacok2;Wet markets in  Indonesia  and Thailand STILL trading despite  coronavirus  outbreak | Nature | News  ;wet markets indonesia thailand still trading despite coronavirus outbreak nature news;0;0;0;0;10;0;0;Neutral
1499;2020-05-11;jenssen_jonas;"#COVID19   #CORONAVIRUS   #PANDEMIC 
Last updated: May 10, 2020, 20:10 GMT
 #Ecuador   #USA   #UK   #Mexico   #Canada   #Italy   #Spain   #India     #Russia   #Brazil   #Belgium   #France   #Iran   #Turkey   #Pakistan       #Romania   #Netherlands   #Poland   #Ukraine   #Philippi";covid19 coronavirus pandemic last updated may 10 2020 2010 gmt ecuador usa uk mexico canada italy spain india russia brazil belgium france iran turkey pakistan romania netherlands poland ukraine philippi;2;1;1;0;10;0;0;Neutral
1500;2020-05-11;RosenthalEllery;Indonesia 's  coronavirus  infections top 14,000 - official  ;indonesia coronavirus infections top 14000 official;1;0;0;0;816;184;2023;Positive
1501;2020-05-11;jesssandoval;Indonesia 's  coronavirus  infections top 14,000: official     ;indonesia coronavirus infections top 14000 official;1;0;0;0;769;231;2023;Positive
1502;2020-05-11;K_Richy1;"Coronavirus  deaths (May 10):
Worldwide: 279,892 (+21,986)

USA: 80,199 (+6,988)

Italy: 30,560 (+876)

India: 2,109 (+415)

 Indonesia : 973 (+78)

South Korea: 256 (+1)

Are you all bLIND?! Please pay attention that there is STILL a problem here..
 #COVIDIOTS   #COVID19 ";coronavirus deaths may 10 worldwide 279892 21986 usa 80199 6988 italy 30560 876 india 2109 415 indonesia 973 78 south korea 256 1 blind please pay attention still problem covidiots covid19;0;0;0;156;793;51;-5848;Negative
1503;2020-05-11;AU_SIS;To prevent the spread of the  coronavirus  from humans to wild animals, rehabilitation centers for orangutans in  Indonesia  have cancelled all planned releases of the animals into the wild.  ;prevent spread coronavirus humans wild animals rehabilitation centers orangutans indonesia cancelled planned releases animals wild;0;0;0;66;897;37;-2263;Negative
1504;2020-05-11;UrangBogorBarat;"Jakarta sleepless city when pandemic outbreak. Empty road, no traffic jam.
.
.
.
.
.
.
.
.
.
.
 #covid19   #coronavirus   #jakarta   #indonesia   #lockdown   #psbb   #downtown   #kotajakarta   #jabodetabek   #bigdurian   #asean   #skyline   ";jakarta sleepless city pandemic outbreak empty road traffic jam covid19 coronavirus jakarta indonesia lockdown psbb downtown kotajakarta jabodetabek bigdurian asean skyline ;0;0;0;108;892;0;-4588;Negative
1505;2020-05-11;cikubee_;Also  corona virus  from your country specially chinese people come to  indonesia  and working in  indonesia . My country is so rich thats why your all people wotkbin  indonesia . Chinese is useless country;also corona virus country specially chinese people come indonesia working indonesia country rich thats people wotkbin indonesia chinese useless country;0;0;1;71;812;117;4246;Positive
1506;2020-05-11;JimBair62221006;"#COVID19  x  #ClimateChange   Indonesia  Edition:

""Shortages in key commodities...reported in most of  Indonesia s 34 provinces as the nation copes with the double blow of the  coronavirus  outbreak causing supply chain disruptions & a dry spell hurting harvests""
 ";covid19 x climatechange indonesia edition shortages key commoditiesreported indonesia  34 provinces nation copes double blow coronavirus outbreak causing supply chain disruptions dry spell hurting harvests;9;6;0;161;839;0;-6908;Negative
1507;2020-05-11;Bhnews_eng;"#CORONAVIRUS  update Mon 11th May 
World
 Coronavirus  Cases:
4,174,654
Deaths:
283,609
Recovered:
1,483,14
 #Iran 
 #Turkey  
 #Malaysia 
 #Philippines  
 #Pakistan  
 #SaudiArabia  
 #indonesia  
 #India  
 #Qatar 
 #Algeria  
 #Egypt  
 #Iraq  
 #Morroco 
 #UAE  
 #Bahrain 
 #";coronavirus update mon 11th may world coronavirus cases 4174654 deaths 283609 recovered 148314 iran turkey malaysia philippines pakistan saudiarabia indonesia india qatar algeria egypt iraq morroco uae bahrain;1;0;0;0;10;0;0;Neutral
1508;2020-05-11;AsianMining;USA-based mining company Freeport McMoRan is continuing operations at the  Indonesian -majority-state-owned  @IDFreeport  Grasberg mine in Papua province, despite 56 of its nearly 7,000 employees testing positive for  #coronavirus  -  @febrofirdaus  via  @mongabay ;usabased mining company freeport mcmoran continuing operations indonesian majoritystateowned idfreeport grasberg mine papua province despite 56 nearly 7000 employees testing positive coronavirus febrofirdaus via mongabay;6;11;0;0;899;101;5574;Positive
1509;2020-05-11;nicolasnicola22;"Etelle Higonnet: As a campaigner against  #deforestation  , almost dying of  #COVID19  was ironic; (her commentary).    :  @mongabay   #coronavirus   #auspol   #";etelle higonnet campaigner deforestation almost dying covid19 ironic commentary mongabay coronavirus auspol;4;1;2;67;933;0;-128;Negative
1510;2020-05-11;nicolasnicola22;Etelle Higonnet: 'As  a campaigner against  #deforestation  , almost dying of  #COVID19  was ironic.' (commentary)  #coronavirus   #auspol   #environment   #palmoil    #beef   #soy   #agribusiness   #sustainability   #wildlife   #cocoa   #coffee   #biodivesity   #habitat   ;etelle higonnet campaigner deforestation almost dying covid19 ironic commentary coronavirus auspol environment palmoil beef soy agribusiness sustainability wildlife cocoa coffee biodivesity habitat;4;2;1;51;949;0;-128;Negative
1511;2020-05-11;HEDGEenergy;Indonesia  confirms more than 14,000  Coronavirus  cases: Official  ;indonesia confirms 14000 coronavirus cases official;0;0;0;0;10;0;0;Neutral
1512;2020-05-11;GargamelClen;"Coronavirus  deaths/million population

16  -  Chile
9    -  Colombia
7    -  Philippines
5    -  South Korea
4    -  Australia
4    -   Indonesia 
3    -  China
3    -  South Africa
3    -  Pakistan
2    -  India
1    -  Bangladesh

36    -  World as a whole

 #COVID19";coronavirus deathsmillion population 16 chile 9 colombia 7 philippines 5 south korea 4 australia 4 indonesia 3 china 3 south africa 3 pakistan 2 india 1 bangladesh 36 world whole covid19;0;2;0;0;10;0;0;Neutral
1513;2020-05-11;HEDGEenergy;"New Article:  Indonesia  confirms more than 14,000  Coronavirus  cases: Official 

   

 #businessNews  May 10, 2020";new article indonesia confirms 14000 coronavirus cases official businessnews may 10 2020;0;0;0;0;10;0;0;Neutral
1514;2020-05-11;BritCham_ID;"The tourism industry in several countries, including  Indonesia , has been seriously crippled by the novel  coronavirus  (COVID-19) pandemic, compelling people globally to stay at home and forego traveling to prevent transmission of the lethal virus.
   ";tourism industry several countries including indonesia seriously crippled novel coronavirus covid19 pandemic compelling people globally stay home forego traveling prevent transmission lethal virus;0;0;0;42;825;132;3818;Positive
1515;2020-05-11;BangkokPostNews;Indonesia  is finalising a $1 billion financial bailout plan for its flag carrier to help it stave off a debt default after the  coronavirus  crisis forced the airline to ground most of its planes.  #BangkokPost   #Business   #rsquo ;indonesia finalising 1 billion financial bailout plan flag carrier help stave debt default coronavirus crisis forced airline ground planes bangkokpost business rsquo;4;3;0;241;7;59;-8074;Negative
1516;2020-05-11;NST_Online;"#NSTworld    #Indonesia  recorded 387 new  #Covid19  cases over the past 24 hours, raising the tally of infections in the country to 14,032.

  

 #coronavirus";nstworld indonesia recorded 387 new covid19 cases past 24 hours raising tally infections country 14032 coronavirus;6;6;0;0;10;0;0;Neutral
1517;2020-05-11;NewNaratif;"Under  Indonesia 's draconian COVID-19 protocols, even those who have tested negative for  coronavirus  are being buried in mass graves”without family present to say goodbye.

Here's the story of how one family dealt with the death in the time of COVID-19.

 ";indonesia draconian covid19 protocols even tested negative coronavirus buried mass graves”without family present say goodbye heres story one family dealt death time covid19;81;55;3;16;84;0;-8225;Negative
1518;2020-05-11;kediaadvisory;#CPO  gained buoyed by hopes of a revival in demand due to the easing of  #coronavirus -led curbs in some countries and a fall in inventories in top producer  #Indonesia;cpo gained buoyed hopes revival demand due easing coronavirus led curbs countries fall inventories top producer indonesia;0;0;0;42;7;258;7717;Positive
1519;2020-05-11;fanciejackie;24 May 2020, BREAKING:  Coronavirus  in  Indonesia  hit its peak with 50.000 confirmed positive cases.  ;24 may 2020 breaking coronavirus indonesia hit peak 50000 confirmed positive cases;0;0;0;0;795;205;5574;Positive
1520;2020-05-11;SurveySensum;"Here is your last chance to register:   

At 1 PM  Indonesia  time, we will be kicking off our LIVE webinar in association with Mobile Marketing Association [APAC] on "" Coronavirus  Impact on Business Sentiment across APAC""

 #covid19   #impact   #business";last chance register 1 pm indonesia time kicking live webinar association mobile marketing association apac coronavirus impact business sentiment across apac covid19 impact business;0;0;0;0;951;49;25;Positive
1521;2020-05-11;KonfirmasiTimes;"Coronavirus   Indonesia  today,

 Indonesia  include the highest for CFR, more than 7 %. Currently are 11th rank in the world.

  

 #COVID19  
 #COVID  
 #coronavirus  
 #COVIDIOT  
 #lockdown  
 #VirusCo";coronavirus indonesia today indonesia include highest cfr 7 currently 11th rank world covid19 covid coronavirus covidiot lockdown virusco;0;0;0;0;10;0;0;Neutral
1522;2020-05-11;MassDetri;"Pandemic Exit Strategy in  Indonesia ?

 #COVID19   #coronavirus   #CoronaVirusUpdates   #Covid_19   #VirusCorona   #pandemic   #exitstrategy   #strategy ";pandemic exit strategy indonesia covid19 coronavirus coronavirusupdates covid19 viruscorona pandemic exitstrategy strategy;0;0;0;0;10;0;0;Neutral
1523;2020-05-11;hendaros;[  INDONESIA  -  CORONAVIRUS  CASES: ... 533 NEW CASES, HIGHEST SPIKE IN A DAY ] -  Indonesia  Reports New  Coronavirus  Cases ... -   via  @thejakartaglobe;indonesia coronavirus cases 533 new cases highest spike day indonesia reports new coronavirus cases via thejakartaglobe;0;0;0;0;10;0;0;Neutral
1524;2020-05-11;hendaros;[  INDONESIA  -  CORONAVIRUS  PATIENTS: ... PLASMA TREATMENT WORKS ] -  Indonesia  Says ... -   via  @thejakartaglobe;indonesia coronavirus patients plasma treatment works indonesia says via thejakartaglobe;0;0;0;0;10;0;0;Neutral
1525;2020-05-11;WPBergerak;They said we had the plague, They called us prostitutes because we liked to dance:  Indonesia s first  coronavirus  patients  ;said plague called us prostitutes liked dance indonesia  first coronavirus patients;0;0;0;0;877;123;4215;Positive
1526;2020-05-11;RatanSharda55;#Hindu  traditions now being appreciated in  Indonesia   #CoronaVirus   ;hindu traditions appreciated indonesia coronavirus;41;10;1;0;708;292;5106;Positive
1527;2020-05-11;AhlainNews;"Wildlife habitat destruction and deforestation will cause more deadly pandemics like  coronavirus , scientists warn 

The orangutans in  Indonesia  have been known More on  ";wildlife habitat destruction deforestation cause deadly pandemics like coronavirus scientists warn orangutans indonesia known;0;0;0;171;737;93;-3262;Negative
1528;2020-05-11;IndonesiaAust;"""Because  Indonesia  has done so well at expanding the national health insurance scheme  #JKN  [it is] an amazing source of data from which to estimate the true course of [ #coronavirus ] infection. Over 220 million Indonesians are insured"" -  @ElizabethPisani ";indonesia done well expanding national health insurance scheme jkn amazing source data estimate true course coronavirus infection 220 million indonesians insured elizabethpisani;4;2;0;0;803;197;8534;Positive
1529;2020-05-11;joahamniday6;all the money to ' Indonesia  Siap Siaga -  Corona Virus ' Donation to help all medical staff and people in need within this pandemic period in  Indonesia . We have donate it through Dompet Dhuafa. I hope, within this msg, Day6 members know that they're precious human being and;money indonesia siap siaga corona virus donation help medical staff people need within pandemic period indonesia donate dompet dhuafa hope within msg day6 members know theyre precious human;0;2;1;0;835;165;8519;Positive
1530;2020-05-11;CoronaSpread;#coronavirus  update in  #Indonesia . New cases confirmed 233, new recovered 183, new deaths 18. Total cases in  Indonesia  confirmed 14265, recovered 2881, deaths 991. +1.66% daily cases increase, 233 reported today UTC time.;coronavirus update indonesia new cases confirmed 233 new recovered 183 new deaths 18 total cases indonesia confirmed 14265 recovered 2881 deaths 991 166 daily cases increase 233 reported today utc time;0;0;0;0;935;65;3182;Positive
1531;2020-05-11;kr3at;"Indonesia  reports 233 new cases and 18 new deaths bringing total confirmed cases there to 14,265 and 991 total deaths.

 #CoronaVirus   #Covid19   #CoronaVirusOutbreak";indonesia reports 233 new cases 18 new deaths bringing total confirmed cases 14265 991 total deaths coronavirus covid19 coronavirusoutbreak;0;1;0;0;10;0;0;Neutral
1532;2020-05-11;Covid19Update24;"UPDATES :  INDONESIA 

           Total  11 May  10 May  9 May

Cases   14,265   233     387    533

Recover 2,881   183      91      113

Death      991     18       14       16

 #coronavirus  
 #COVID19indonesia   
 #CoronaVirusUpdate  
 #COVID19Update";updates indonesia total 11 may 10 may 9 may cases 14265 233 387 533 recover 2881 183 91 113 death 991 18 14 16 coronavirus covid19indonesia coronavirusupdate covid19update;2;2;0;122;878;0;-5994;Negative
1533;2020-05-11;OK_Dumbass;"The USA has 1.2x the population of  Indonesia .

And 93.2x as many  coronavirus  cases.

 #TrumpVirus  
 #TrumpVirusCoverup  
 #TrumpVirusCatastrophe ";usa 12x population indonesia 932x many coronavirus cases trumpvirus trumpviruscoverup trumpviruscatastrophe;1;1;0;0;10;0;0;Neutral
1534;2020-05-11;VoiceToData;"UPDATE: New cases of  #coronavirus   #COVID19   #COVID_19  

Russia (+11656, tot. 221344)
Singapore (+486, tot. 23822)
Ukraine (+416, tot. 15648)
Philippines (+292, tot. 11086)
 Indonesia  (+233, tot. 14265)
Poland (+210, tot. 16206)
Oman (+174, tot. 3573)";update new cases coronavirus covid19 covid19 russia 11656 tot 221344 singapore 486 tot 23822 ukraine 416 tot 15648 philippines 292 tot 11086 indonesia 233 tot 14265 poland 210 tot 16206 oman 174 tot 3573;1;1;0;0;10;0;0;Neutral
1535;2020-05-11;Covid19Update24;"ASEAN Highest New Cases Today,

                  Cases              Deaths
Singapore  23,822 +486    20  +0
 Indonesia    14,265 +233   991 +18
Philippines 11,086 +292   726 +7
Malaysia       6,726 +70    109 +1
Thailand       3,015  +6       56 +0

 #Coronavirus 
 #coronavirusu";asean highest new cases today cases deaths singapore 23822 486 20 0 indonesia 14265 233 991 18 philippines 11086 292 726 7 malaysia 6726 70 109 1 thailand 3015 6 56 0 coronavirus coronavirusu;14;14;2;0;10;0;0;Neutral
1536;2020-05-11;RJournalists;"#NewsFromOurMembers 
Volunteers travel 80 km to give COVID-19 aid to shackled mental health patients in NTT, by Markus Makur  @jakpost  
 #Indonesia   #coronavirus   #mentalhealth   #MentalHealthMatters   #MentalHealthWeek ";newsfromourmembers volunteers travel 80 km give covid19 aid shackled mental health patients ntt markus makur jakpost indonesia coronavirus mentalhealth mentalhealthmatters mentalhealthweek;0;1;0;0;10;0;0;Neutral
1537;2020-05-11;TRF_Land;"Indonesia 's traditional markets to looking to safety measures including mandatory masks and distancing to keep going despite  #COVID19  l  #Coronavirus   #Cities 
 ";indonesia traditional markets looking safety measures including mandatory masks distancing keep going despite covid19 l coronavirus cities;1;0;0;93;752;154;1581;Positive
1538;2020-05-11;FlfoLinda;Indonesia  reports 233 new  coronavirus  infections, 18 deaths   ;indonesia reports 233 new coronavirus infections 18 deaths;0;0;0;0;10;0;0;Neutral
1539;2020-05-11;AlArabiya_Eng;"#Indonesia  is finalizing a $1 billion financial bailout plan for its flag carrier airline as the  #coronavirus  keeps planes grounded across the world.

 ";indonesia finalizing 1 billion financial bailout plan flag carrier airline coronavirus keeps planes grounded across world;6;5;0;6;94;0;-1027;Negative
1540;2020-05-11;GComplianceNews;"#Indonesia : New  #tax  and  #customs  policies in relation to the economic impact of  #COVID19 
 #coronavirus 
 ";indonesia new tax customs policies relation economic impact covid19 coronavirus;0;0;0;0;10;0;0;Neutral
1541;2020-05-11;TRF_Stories;Indonesia 's traditional markets to looking to safety measures including mandatory masks and distancing to keep going despite  #COVID19  l  #Coronavirus   #Cities ;indonesia traditional markets looking safety measures including mandatory masks distancing keep going despite covid19 l coronavirus cities;0;0;0;97;743;16;1581;Positive
1542;2020-05-11;TSR1989;"Southeast Asia  #COVID19  Update

For  #coronavirus  &  #emergingmarkets  report:

    

-  #Malaysia  preparing for new government shake-up

-  #Singapore  making a new digital check-in system compulsory
";southeast asia covid19 update coronavirus emergingmarkets report malaysia preparing new government shakeup singapore making new digital checkin system compulsory;1;0;1;0;10;0;0;Neutral
1543;2020-05-11;JuliaWi81922531;Indonesia  reports 233 new  coronavirus  infections, 18 deaths   ;indonesia reports 233 new coronavirus infections 18 deaths;0;0;0;0;10;0;0;Neutral
1544;2020-05-11;TYOmedia;Indonesia  reports 233 new  coronavirus  infections, 18 deaths  ;indonesia reports 233 new coronavirus infections 18 deaths;0;0;0;0;10;0;0;Neutral
1545;2020-05-11;PresshubU;[reuters]  Indonesia  reports 233 new   #Coronavirus  infections, 18 deaths  ;reuters indonesia reports 233 new coronavirus infections 18 deaths;0;0;0;0;10;0;0;Neutral
1546;2020-05-11;onerazz;Indonesia  is finalising a $1 billion financial bailout plan for its flag carrier to help it stave off a debt default after the  coronavirus  crisis forced the airline to ground most of its planes.  #BangkokPost   #Business   #rsquo    ;indonesia finalising 1 billion financial bailout plan flag carrier help stave debt default coronavirus crisis forced airline ground planes bangkokpost business rsquo;0;0;0;236;707;58;-8074;Negative
1547;2020-05-11;thejakartaglobe;Most Businesses in  Indonesia  Can Only Survive Until June Under  Coronavirus  Restrictions   ;businesses indonesia survive june coronavirus restrictions;18;23;0;0;10;0;0;Neutral
1548;2020-05-11;exwooton;Indonesia  reports 233 new  coronavirus  infections, 18 deaths  ;indonesia reports 233 new coronavirus infections 18 deaths;0;0;0;0;10;0;0;Neutral
1549;2020-05-11;pilotignews;Distribution of  Corona virus  patients in  Indonesia , 2,881 cured, 991 dead  ;distribution corona virus patients indonesia 2881 cured 991 dead;0;0;0;281;719;0;-6486;Negative
1550;2020-05-11;AGS_Movers;AGS  INDONESIA  | Admin and sales fully operational. Rotational shifts. Virtual surveys being carried out. | Limited field operations. | Contact our branch:     #coronavirus   #Indonesia   #AGSupdates ;ags indonesia admin sales fully operational rotational shifts virtual surveys carried limited field operations contact branch coronavirus indonesia agsupdates;0;0;0;68;932;0;-2263;Negative
1551;2020-05-11;bumnbersatu;" 

Support Renata from  Indonesia  dalam diskusi  Corona Virus  di Australia 

Just Click and Subscribe";support renata indonesia dalam diskusi corona virus di australia click subscribe;0;0;0;0;838;162;4019;Positive
1552;2020-05-11;Indonesia_Expat;"UPDATE: COVID-19 CONFIRMED CASES IN  INDONESIA  (data taken on May 11, 2020, at 4 PM)
 #indonesiaexpat   #coronavirus   #covid19   #updatedcases ";update covid19 confirmed cases indonesia data taken may 11 2020 4 pm indonesiaexpat coronavirus covid19 updatedcases;0;0;0;0;10;0;0;Neutral
1553;2020-05-11;INSOLEurope;"Indonesia  is finalizing a $1 billion financial bailout plan for its flag carrier to help it stave off a debt default after the  coronavirus  crisis forced the airline to ground most of its planes.
Thanks  @GInsolvency ";indonesia finalizing 1 billion financial bailout plan flag carrier help stave debt default coronavirus crisis forced airline ground planes thanks ginsolvency;0;0;0;236;644;12;-6597;Negative
1554;2020-05-11;ThisBlogs;Indonesia  Reports 233 New  Coronavirus  Infections, 18 Deaths  ;indonesia reports 233 new coronavirus infections 18 deaths;0;0;0;0;10;0;0;Neutral
1555;2020-05-11;AnneABarker;Todays breakdown of  coronavirus  cases in  Indonesia  - officials death toll is now 991  ;today  breakdown coronavirus cases indonesia officials death toll 991;13;14;1;231;769;0;-5994;Negative
1556;2020-05-11;IDWaterPortal;"A lack of access to a household toilet and clean water are putting many people in parts of  Indonesia  at risk of infection from the  coronavirus .
.
 #IndonesiaWaterPortal  
 #IndonesiaWaterSector  
 #IndonesiaWaterNews  
 #TheWaterAgency 

 ";lack access household toilet clean water putting many people parts indonesia risk infection coronavirus indonesiawaterportal indonesiawatersector indonesiawaternews thewateragency;0;0;0;119;809;73;-1779;Negative
1557;2020-05-11;KonfirmasiTimes;"Vice President  Indonesia : Building islamic civilization after Covid-19 pandemic with the application of right way of thinking

 @Kiyai_MarufAmin  

 ";vice president indonesia building islamic civilization covid19 pandemic application right way thinking kiyaimarufamin;0;0;0;0;10;0;0;Neutral
1558;2020-05-11;LesTravel_AU;The Last Video From Bali,  Indonesia  before the  Corona Virus  Crisis  ;last video bali indonesia corona virus crisis;0;0;0;291;709;0;-6249;Negative
1559;2020-05-11;KonfirmasiTimes;"Vice President  Indonesia : with the Covid-19 pandemic affecting  Indonesia , the government must change its focus (focusing) on development.

 @Kiyai_MarufAmin  

  

 #COVID19  ";vice president indonesia covid19 pandemic affecting indonesia government must change focus focusing development kiyaimarufamin covid19;0;0;1;0;10;0;0;Neutral
1560;2020-05-11;riskmap_;#Indonesia  -  Coronavirus  Update (11/05 08:40 UTC)  #Health    ;indonesia coronavirus update 1105 0840 utc health;1;0;0;0;10;0;0;Neutral
1561;2020-05-11;zhaoguixian;sigh... itll really take a while for  indonesia  to beat the  coronavirus  really...   social media contents > health and social responsibility. the country is facing two big problems right now: a pandemic and stupidity.  ;sigh  really take indonesia beat coronavirus really social media contents health social responsibility country facing two big problems right pandemic stupidity;43;32;9;149;822;29;-6705;Negative
1562;2020-05-11;dpa_intl;Indonesian  officials are thinking about easing  coronavirus  rules for those under 45, arguing they're less susceptible to the virus  ;indonesian officials thinking easing coronavirus rules 45 arguing theyre less susceptible virus;0;0;0;136;773;91;-25;Negative
1563;2020-05-11;HarrySuhartono;Indonesian  President Joko Widodo is expressing disappointment over the slow progress in ramping up  coronavirus  testing    via  @bpolitics;indonesian president joko widodo expressing disappointment slow progress ramping coronavirus testing via bpolitics;0;0;0;143;736;121;-128;Negative
1564;2020-05-11;andreasharsono;Businesspeople and economists have expressed concerns about the  Indonesian  governments decision to ease travel restrictions, saying the policy could backfire and prolong the economic recovery from the  coronavirus  downturn    ;businesspeople economists expressed concerns indonesian government  decision ease travel restrictions saying policy could backfire prolong economic recovery coronavirus downturn;9;6;0;0;918;82;3612;Positive
1565;2020-05-11;ucanindonesia;"Muslims in an  Indonesian  village defy Covid-19 social distancing restrictions by holding mass gatherings
Read more   

 #Muslims   #Indonesia   #Covod_19   #Coronavirus   ";muslims indonesian village defy covid19 social distancing restrictions holding mass gatherings read more muslims indonesia covod19 coronavirus;0;0;0;0;10;0;0;Neutral
1566;2020-05-11;UCANSriLanka;"Muslims in an  Indonesian  village defy Covid-19 social distancing restrictions by holding mass gatherings
Read more   

 #Muslims   #Indonesia   #Covod_19   #Coronavirus   ";muslims indonesian village defy covid19 social distancing restrictions holding mass gatherings read more muslims indonesia covod19 coronavirus;0;0;0;0;10;0;0;Neutral
1567;2020-05-11;UCANews;"Muslims in an  Indonesian  village defy Covid-19 social distancing restrictions by holding mass gatherings
Read more   

 #Muslims   #Indonesia   #Covod_19   #Coronavirus   ";muslims indonesian village defy covid19 social distancing restrictions holding mass gatherings read more muslims indonesia covod19 coronavirus;0;0;0;0;10;0;0;Neutral
1568;2020-05-11;ucanindia;"Muslims in an  Indonesian  village defy Covid-19 social distancing restrictions by holding mass gatherings
Read more   

 #Muslims   #Indonesia   #Covod_19   #Coronavirus   ";muslims indonesian village defy covid19 social distancing restrictions holding mass gatherings read more muslims indonesia covod19 coronavirus;0;0;0;0;10;0;0;Neutral
1569;2020-05-11;IndonesiaAust;Indonesia  is finalising a US$1 billion financial bailout plan for its flag carrier  @IndonesiaGaruda  to help it stave off a debt default after the  #coronavirus  crisis forced the airline to ground most of its planes -  @SashaAndo  &  @HarrySuhartono ;indonesia finalising us1 billion financial bailout plan flag carrier indonesiagaruda help stave debt default coronavirus crisis forced airline ground planes sashaando harrysuhartono;2;3;1;231;713;57;-8074;Negative
1570;2020-05-11;jenssen_jonas;"#COVID19   #CORONAVIRUS   #PANDEMIC 
Last updated: May 11, 2020, 13:56 GMT
 #Spain   #Mexico   #Russia   #Belgium   #Brazil    #Iran   #Indonesia     #Ukraine   #Bangladesh   #Romania   #Pakistan   #Hungary   #Philippines   #Kuwait   #Panama   #Belarus   #Bolivia    #India   #Pol";covid19 coronavirus pandemic last updated may 11 2020 1356 gmt spain mexico russia belgium brazil iran indonesia ukraine bangladesh romania pakistan hungary philippines kuwait panama belarus bolivia india pol;1;1;0;0;10;0;0;Neutral
